epoch,icmp_seq,rtt_ms
1788088224.1511,175,37.8
1788088224.651125,176,36.5
1788088225.151105,177,35.4
1788088225.65111,178,34.5
1788088226.15115,179,33.5
1788088226.651159,180,32.5
1788088227.151121,181,31.4
1788088227.651175,182,30.5
1788088228.148659,183,26.9
1788088228.65131,184,28.1
1788088229.148576,185,24.7
1788088229.651103,186,26.0
1788088230.151485,187,25.8
1788088230.651113,188,24.1
1788088231.151117,189,23.5
1788088231.671103,190,42.4
1788088232.171256,191,41.6
1788088232.67114,192,40.3
1788088233.143654,193,12.0
1788088233.671121,194,38.9
1788088234.168645,195,35.0
1788088234.668635,196,34.5
1788088235.173675,197,38.5
1788088235.67113,198,34.9
1788088236.168793,199,31.1
1788088236.67117,200,32.8
1788088237.171127,201,31.4
1788088237.671155,202,30.5
1788088238.173661,203,32.0
1788088238.66861,204,26.4
1788088239.171149,205,28.0
1788088239.671126,206,27.4
1788088240.17073,207,26.1
1788088240.671182,208,25.9
1788088241.188801,209,42.1
1788088241.67114,210,24.8
1788088242.16866,211,21.0
1788088242.671224,212,23.0
1788088243.191168,213,42.4
1788088243.691156,214,42.5
1788088244.191279,215,41.6
1788088244.690659,216,40.9
1788088245.191165,217,40.0
1788088245.691209,218,40.5
1788088246.188739,219,37.0
1788088246.691121,220,39.8
1788088247.189791,221,37.1
1788088247.691153,222,38.8
1788088248.19132,223,37.6
1788088248.691144,224,37.3
1788088249.188669,225,34.0
1788088249.691172,226,37.0
1788088250.191216,227,36.5
1788088250.688615,228,33.9
1788088251.188742,229,32.6
1788088251.691348,230,35.1
1788088252.188833,231,31.9
1788088252.688654,232,31.3
1788088253.189686,233,31.5
1788088253.691168,234,33.3
1788088254.191229,235,32.5
1788088254.70121,236,42.4
1788088255.201152,237,41.4
1788088255.701431,238,41.7
1788088256.201291,239,40.3
1788088256.691384,240,30.5
1788088257.191295,241,29.3
1788088257.691168,242,29.3
1788088258.188721,243,26.0
1788088258.693672,244,31.4
1788088259.191332,245,28.1
1788088259.688736,246,25.8
1788088260.190874,247,26.5
1788088260.691183,248,26.7
1788088261.191384,249,25.6
1788088261.691166,250,25.2
1788088262.201487,251,34.8
1788088262.691226,252,24.4
1788088263.188634,253,20.9
1788088263.69116,254,22.9
1788088264.208642,255,39.9
1788088264.70873,256,39.9
1788088265.208798,257,38.5
1788088265.711191,258,40.8
1788088266.21118,259,39.4
1788088266.711192,260,39.5
1788088267.210726,261,38.0
1788088267.711195,262,38.9
1788088268.208727,263,35.0
1788088268.708652,264,35.4
1788088269.211438,265,37.2
1788088269.711173,266,37.2
1788088270.208646,267,33.9
1788088270.708677,268,32.5
1788088271.208802,269,31.6
1788088271.72122,270,42.9
1788088272.221169,271,41.4
1788088272.719653,272,38.9
1788088273.218853,273,36.7
1788088273.721248,274,37.8
1788088274.22619,275,41.4
1788088274.721199,276,35.5
1788088275.221214,277,34.5
1788088275.721257,278,33.5
1788088276.238704,279,49.9
1788088276.73865,280,48.4
1788088277.241181,281,50.0
1788088277.7414,282,49.7
1788088278.241414,283,48.6
1788088278.741172,284,47.2
1788088279.238702,285,44.0
1788088279.741233,286,46.0
1788088280.241724,287,45.9
1788088280.7413,288,45.0
1788088281.241214,289,44.4
1788088281.741236,290,43.5
1788088282.238766,291,40.0
1788088282.741217,292,41.9
1788088283.241215,293,40.4
1788088283.741215,294,39.4
1788088284.24121,295,38.4
1788088284.751219,296,47.5
1788088285.241224,297,36.4
1788088285.741206,298,35.4
1788088286.241218,299,34.4
1788088286.74127,300,33.5
1788088287.258695,301,49.8
1788088287.761219,302,51.0
1788088288.258701,303,47.9
1788088288.761231,304,50.0
1788088289.261226,305,49.4
1788088289.758703,306,45.9
1788088290.261218,307,48.4
1788088290.761272,308,47.5
1788088291.261397,309,46.6
1788088291.761213,310,45.4
1788088292.261216,311,44.4
1788088292.761232,312,43.5
1788088293.259765,313,41.0
1788088293.761214,314,41.9
1788088294.258687,315,37.9
1788088294.76123,316,39.4
1788088295.261214,317,38.4
1788088295.761171,318,37.4
1788088296.261211,319,36.5
1788088296.761244,320,35.5
1788088297.261362,321,34.5
1788088297.761231,322,33.3
1788088298.2787,323,49.9
1788088298.781185,324,50.9
1788088299.281374,325,50.6
1788088299.753822,326,21.9
1788088300.279683,327,46.3
1788088300.781498,328,47.7
1788088301.281251,329,46.2
1788088301.781371,330,45.6
1788088302.281228,331,44.4
1788088302.786184,332,48.4
1788088303.28136,333,42.6
1788088303.781627,334,41.7
1788088304.281239,335,40.4
1788088304.781821,336,40.0
1788088305.28124,337,38.9
1788088305.781277,338,37.5
1788088306.278801,339,34.0
1788088306.781243,340,35.9
1788088307.281249,341,34.4
1788088307.77883,342,31.0
1788088308.301468,343,53.1
1788088308.801377,344,52.4
1788088309.301281,345,51.4
1788088309.801228,346,50.4
1788088310.301347,347,49.6
1788088310.826233,348,73.4
1788088311.301251,349,47.5
1788088311.803769,350,49.0
1788088312.300935,351,45.6
1788088312.823736,352,67.2
1788088313.301265,353,44.0
1788088313.823672,354,65.8
1788088314.301314,355,42.5
1788088314.823679,356,63.9
1788088315.301268,357,40.0
1788088315.801216,358,39.4
1788088316.301249,359,38.5
1788088316.801436,360,37.6
1788088317.299135,361,34.0
1788088317.801501,362,35.5
1788088318.299074,363,31.8
1788088318.799275,364,31.5
1788088319.33667,365,67.6
1788088319.801546,366,31.1
1788088320.336527,367,65.2
1788088320.801648,368,29.4
1788088321.321732,369,48.3
1788088321.801802,370,27.2
1788088322.321496,371,46.0
1788088322.801525,372,25.3
1788088323.321538,373,44.2
1788088323.811398,374,33.1
1788088324.31888,375,39.7
1788088324.811592,376,30.9
1788088325.321643,377,40.3
1788088325.808869,378,26.5
1788088326.318948,379,35.3
1788088326.811402,380,26.7
