epoch,icmp_seq,rtt_ms
1788088181.608646,90,28.5
1788088182.116645,91,35.4
1788088182.608682,92,26.5
1788088183.11581,93,32.6
1788088183.623543,94,39.2
1788088184.112691,95,27.6
1788088184.615697,96,29.5
1788088185.112647,97,25.4
1788088185.62768,98,39.5
1788088186.115527,99,26.3
1788088186.640855,100,50.8
1788088187.121632,101,30.2
1788088187.618676,102,26.5
1788088188.120693,103,27.5
1788088188.620591,104,26.3
1788088189.119635,105,24.5
1788088189.624584,106,28.4
1788088190.12879,107,31.7
1788088190.627654,108,29.3
1788088191.129527,109,30.3
1788088191.637792,110,37.7
1788088192.137667,111,36.3
1788088192.643592,112,41.8
1788088193.13762,113,34.8
1788088193.637743,114,34.0
1788088194.137714,115,33.4
1788088194.642741,116,37.5
1788088195.138575,117,32.3
1788088196.144682,119,29.8
1788088196.649706,120,33.5
1788088197.157741,121,40.5
1788088197.655579,122,37.3
1788088198.147705,123,28.6
1788088198.652584,124,32.3
1788088199.147597,125,26.5
1788088199.648716,126,26.6
1788088200.163899,127,40.6
1788088201.159726,129,28.9
1788088202.167931,131,29.1
1788088202.683702,132,44.2
1788088203.170882,133,30.6
1788088203.663605,134,22.2
1788088204.172796,135,30.6
1788088204.680864,136,37.5
1788088205.173788,137,29.4
1788088205.672648,138,28.3
1788088206.171921,139,26.7
1788088206.680577,140,34.1
1788088207.18179,141,34.7
1788088207.678939,142,31.6
1788088208.185871,143,37.4
1788088208.681873,144,33.4
1788088209.185717,145,36.3
1788088209.677629,146,28.4
1788088210.185623,147,35.4
1788088210.685738,148,35.6
1788088211.180741,149,29.4
1788088211.677806,150,26.5
1788088212.177899,151,25.5
1788088212.675705,152,23.3
1788088213.184841,153,31.6
1788088214.182793,155,28.0
1788088214.687794,156,33.4
1788088215.187837,157,32.5
1788088215.682706,158,27.3
1788088216.198901,159,42.6
1788088217.19286,161,30.0
1788088218.192923,163,30.1
1788088218.690707,164,28.2
1788088219.199962,165,36.7
1788088219.690792,166,27.3
1788088220.193659,167,29.3
1788088220.703655,168,39.4
1788088221.195677,169,30.5
1788088221.699788,170,34.6
1788088222.192774,171,26.4
1788088222.695793,172,29.5
1788088223.22565,173,58.3
1788088223.70373,174,36.6
1788088224.197633,175,29.3
1788088224.700703,176,32.5
1788088225.202793,177,33.5
1788088225.69774,178,28.4
1788088226.198864,179,28.6
1788088226.697777,180,27.4
1788088227.206923,181,35.6
1788088228.207799,183,29.0
1788088228.709637,184,30.2
1788088229.21595,185,35.8
1788088229.712884,186,31.4
1788088230.212976,187,30.6
1788088230.709819,188,26.3
1788088231.215632,189,31.2
1788088231.720744,190,35.6
1788088232.214732,191,28.4
1788088232.71711,192,29.8
1788088233.214616,193,26.0
1788088233.720734,194,31.6
1788088234.217736,195,27.5
1788088234.717721,196,26.4
1788088235.225669,197,33.4
1788088235.723694,198,30.5
1788088236.230852,199,36.6
1788088236.722675,200,27.3
1788088237.22363,201,27.4
1788088237.732735,202,35.6
1788088238.22782,203,29.6
1788088238.727884,204,28.5
1788088239.227703,205,27.3
1788088239.727705,206,26.5
1788088240.230719,207,28.5
1788088240.732879,208,29.6
1788088241.239706,209,35.3
1788088241.732843,210,27.6
1788088242.240766,211,34.4
1788088242.735793,212,28.5
1788088243.232886,213,24.6
1788088243.747765,214,38.3
1788088244.245734,215,35.4
1788088244.737674,216,26.4
1788088245.242804,217,30.6
1788088245.746101,218,32.8
1788088246.24564,219,31.0
1788088246.743098,220,27.9
1788088247.286733,221,70.1
1788088247.754681,222,37.4
1788088248.254784,223,36.6
1788088248.747648,224,28.3
1788088249.251766,225,31.6
1788088249.756155,226,34.9
1788088250.252831,227,30.1
1788088250.771679,228,48.3
1788088251.260927,229,36.7
1788088251.765947,230,40.5
1788088252.757771,232,27.0
1788088253.260857,233,29.5
1788088253.760781,234,28.4
1788088254.260706,235,27.4
1788088254.762942,236,28.7
1788088255.264699,237,29.2
1788088255.769683,238,33.4
1788088256.266835,239,29.6
1788088256.777271,240,38.9
1788088257.267875,241,28.0
1788088257.776877,242,36.4
1788088258.268937,243,27.5
1788088258.768672,244,26.2
1788088259.272692,245,29.5
1788088259.772693,246,28.4
1788088260.272853,247,27.6
1788088260.772768,248,26.3
1788088261.276122,249,28.8
1788088261.780732,250,32.1
1788088262.279618,251,30.3
1788088262.783946,252,34.1
1788088263.281214,253,30.7
1788088263.7879,254,36.1
1788088264.281038,255,28.6
1788088265.287812,257,29.0
1788088266.293794,259,27.0
1788088266.802687,260,35.4
1788088267.29314,261,24.9
1788088267.801777,262,32.1
1788088268.297905,263,27.6
1788088268.810826,264,39.4
1788088269.29991,265,27.6
1788088269.811761,266,38.3
1788088270.303786,267,29.5
1788088270.802693,268,27.4
1788088271.30295,269,26.7
1788088271.807945,270,30.5
1788088272.315862,271,37.4
1788088272.80772,272,28.3
1788088273.307846,273,27.6
1788088273.808781,274,27.4
1788088274.308704,275,26.4
1788088274.812664,276,29.4
1788088275.312879,277,28.7
1788088275.812686,278,27.3
1788088276.312974,279,27.2
1788088276.83369,280,47.2
1788088277.317948,281,30.7
1788088277.818768,282,30.2
1788088278.321821,283,32.5
1788088278.81871,284,28.6
1788088279.323888,285,32.6
1788088279.820821,286,28.4
1788088280.327744,287,34.4
1788088280.822804,288,28.5
1788088281.335778,289,40.4
1788088281.822997,290,26.7
1788088282.326035,291,28.5
1788088282.828969,292,30.4
1788088283.33276,293,33.2
1788088283.827714,294,27.4
1788088284.328959,295,27.7
1788088284.838912,296,36.4
1788088285.330894,297,27.4
1788088285.837711,298,33.2
1788088286.332743,299,28.0
1788088286.84085,300,35.5
1788088287.340775,301,34.4
1788088287.832942,302,25.6
1788088288.343068,303,34.6
1788088288.837951,304,28.3
1788088289.337842,305,27.3
1788088289.840873,306,29.5
1788088290.338987,307,26.5
1788088290.843867,308,30.3
1788088291.341852,309,27.4
1788088291.842727,310,27.3
1788088292.343879,311,27.6
1788088292.842805,312,25.4
1788088293.349764,313,31.4
1788088293.847911,314,28.6
1788088294.852762,316,25.9
1788088295.862711,318,27.9
1788088296.87279,320,29.9
1788088297.37313,321,29.8
1788088297.87472,322,30.0
1788088298.372875,323,27.6
1788088298.884714,324,38.3
1788088299.373404,325,26.6
1788088299.883867,326,36.0
1788088300.377906,327,29.5
1788088300.872827,328,23.4
1788088301.378062,329,27.7
1788088301.880896,330,29.3
1788088302.382879,331,30.4
1788088302.894803,332,41.4
1788088303.38285,333,28.5
1788088303.885902,334,30.5
1788088304.385809,335,29.3
1788088305.392957,337,30.1
1788088306.397884,339,27.0
1788088306.897905,340,26.5
1788088307.404038,341,31.6
1788088307.902764,342,29.2
1788088308.408008,343,33.7
1788088308.902691,344,27.2
1788088309.40304,345,27.2
1788088309.902958,346,26.4
1788088310.912723,348,29.9
1788088311.42378,349,39.5
1788088311.913819,350,28.5
1788088312.413113,351,26.7
1788088312.912893,352,25.2
1788088313.420815,353,32.3
1788088313.910904,354,21.5
1788088314.426165,355,35.7
1788088314.932956,356,41.2
1788088315.927705,358,28.9
1788088316.932858,360,26.0
1788088317.425122,361,17.5
1788088317.933125,362,24.2
1788088318.445337,363,35.4
1788088318.92521,364,14.1
1788088319.437121,365,25.1
1788088319.930504,366,17.6
1788088320.437221,367,22.9
1788088320.93011,368,15.2
1788088321.44531,369,29.4
1788088321.93726,370,20.2
1788088322.455078,371,37.1
1788088322.934353,372,15.5
1788088323.447544,373,27.6
1788088323.936187,374,15.2
1788088324.447295,375,25.3
1788088324.940157,376,17.1
1788088325.45543,377,31.5
1788088325.940107,378,14.9
1788088326.447175,379,21.2
1788088326.945227,380,18.3
