utc,path,state,cap,base_ns,base_count,seen,last_done,last_bytes,probe_loss_samples,consecutive_loss
2026-08-30T11:15:02Z,lte1,,,,,,,,,
2026-08-30T11:15:02Z,lte2,,,,,,,,,
2026-08-30T11:15:05Z,lte1,,,,,,,,,
2026-08-30T11:15:05Z,lte2,,,,,,,,,
2026-08-30T11:15:07Z,lte1,,,,,,,,,
2026-08-30T11:15:07Z,lte2,,,,,,,,,
2026-08-30T11:15:09Z,lte1,,,,,,,,,
2026-08-30T11:15:09Z,lte2,,,,,,,,,
2026-08-30T11:15:12Z,lte1,,,,,,,,,
2026-08-30T11:15:12Z,lte2,,,,,,,,,
2026-08-30T11:15:14Z,lte1,,,,,,,,,
2026-08-30T11:15:14Z,lte2,,,,,,,,,
2026-08-30T11:15:16Z,lte1,,,,,,,,,
2026-08-30T11:15:16Z,lte2,,,,,,,,,
2026-08-30T11:15:19Z,lte1,,,,,,,,,
2026-08-30T11:15:19Z,lte2,,,,,,,,,
2026-08-30T11:15:21Z,lte1,,,,,,,,,
2026-08-30T11:15:21Z,lte2,,,,,,,,,
2026-08-30T11:15:23Z,lte1,,,,,,,,,
2026-08-30T11:15:23Z,lte2,,,,,,,,,
2026-08-30T11:15:26Z,lte1,,,,,,,,,
2026-08-30T11:15:26Z,lte2,,,,,,,,,
2026-08-30T11:15:28Z,lte1,,,,,,,,,
2026-08-30T11:15:28Z,lte2,,,,,,,,,
2026-08-30T11:15:30Z,lte1,,,,,,,,,
2026-08-30T11:15:30Z,lte2,,,,,,,,,
2026-08-30T11:15:33Z,lte1,,,,,,,,,
2026-08-30T11:15:33Z,lte2,,,,,,,,,
2026-08-30T11:15:35Z,lte1,,,,,,,,,
2026-08-30T11:15:35Z,lte2,,,,,,,,,
2026-08-30T11:15:37Z,lte1,,,,,,,,,
2026-08-30T11:15:37Z,lte2,,,,,,,,,
2026-08-30T11:15:40Z,lte1,,,,,,,,,
2026-08-30T11:15:40Z,lte2,,,,,,,,,
2026-08-30T11:15:42Z,lte1,,,,,,,,,
2026-08-30T11:15:42Z,lte2,,,,,,,,,
2026-08-30T11:15:45Z,lte1,,,,,,,,,
2026-08-30T11:15:45Z,lte2,,,,,,,,,
2026-08-30T11:15:47Z,lte1,,,,,,,,,
2026-08-30T11:15:47Z,lte2,,,,,,,,,
2026-08-30T11:15:49Z,lte1,,,,,,,,,
2026-08-30T11:15:49Z,lte2,,,,,,,,,
2026-08-30T11:15:52Z,lte1,,,,,,,,,
2026-08-30T11:15:52Z,lte2,,,,,,,,,
2026-08-30T11:15:54Z,lte1,,,,,,,,,
2026-08-30T11:15:54Z,lte2,,,,,,,,,
2026-08-30T11:15:56Z,lte1,,,,,,,,,
2026-08-30T11:15:56Z,lte2,,,,,,,,,
2026-08-30T11:15:59Z,lte1,,,,,,,,,
2026-08-30T11:15:59Z,lte2,,,,,,,,,
2026-08-30T11:16:01Z,lte1,,,,,,,,,
2026-08-30T11:16:01Z,lte2,,,,,,,,,
2026-08-30T11:16:04Z,lte1,,,,,,,,,
2026-08-30T11:16:04Z,lte2,,,,,,,,,
2026-08-30T11:16:06Z,lte1,,,,,,,,,
2026-08-30T11:16:06Z,lte2,,,,,,,,,
2026-08-30T11:16:09Z,lte1,,,,,,,,,
2026-08-30T11:16:09Z,lte2,,,,,,,,,
2026-08-30T11:16:11Z,lte1,,,,,,,,,
2026-08-30T11:16:11Z,lte2,,,,,,,,,
2026-08-30T11:16:13Z,lte1,,,,,,,,,
2026-08-30T11:16:13Z,lte2,,,,,,,,,
2026-08-30T11:16:16Z,lte1,,,,,,,,,
2026-08-30T11:16:16Z,lte2,,,,,,,,,
2026-08-30T11:16:18Z,lte1,,,,,,,,,
2026-08-30T11:16:18Z,lte2,,,,,,,,,
2026-08-30T11:16:20Z,lte1,,,,,,,,,
2026-08-30T11:16:20Z,lte2,,,,,,,,,
2026-08-30T11:16:22Z,lte1,,,,,,,,,
2026-08-30T11:16:22Z,lte2,,,,,,,,,
2026-08-30T11:16:25Z,lte1,,,,,,,,,
2026-08-30T11:16:25Z,lte2,,,,,,,,,
2026-08-30T11:16:27Z,lte1,,,,,,,,,
2026-08-30T11:16:27Z,lte2,,,,,,,,,
2026-08-30T11:16:30Z,lte1,,,,,,,,,
2026-08-30T11:16:30Z,lte2,,,,,,,,,
2026-08-30T11:16:32Z,lte1,,,,,,,,,
2026-08-30T11:16:32Z,lte2,,,,,,,,,
