epoch,icmp_seq,rtt_ms
1788088534.167476,280,2477.0
1788088534.5564,281,2365.0
1788088535.206587,282,2508.0
1788088535.643763,283,2445.0
1788088536.266276,284,2559.0
1788088537.506273,286,2798.0
1788088538.496206,288,2779.0
1788088539.496206,290,2776.0
1788088540.40638,292,2679.0
1788088540.848563,293,2614.0
1788088541.451072,294,2716.0
1788088541.898614,295,2656.0
1788088542.57626,296,2833.0
1788088543.606042,298,2854.0
1788088544.056495,299,2804.0
1788088544.65607,300,2903.0
1788088545.066261,301,2812.0
1788088546.020886,303,2762.0
1788088547.126383,305,2867.0
1788088547.892928,306,3133.0
1788088548.285909,307,3025.0
1788088549.35599,309,3093.0
1788088550.16608,311,2894.0
1788088550.90579,313,2626.0
1788088551.705904,315,2423.0
1788088552.676784,317,2392.0
1788088553.173339,318,2387.0
1788088554.995783,321,2705.0
1788088556.573197,324,2778.0
1788088557.605595,326,2803.0
1788088558.615735,328,2805.0
1788088559.695605,330,2880.0
1788088560.596631,332,2773.0
1788088561.070729,333,2740.0
1788088562.095697,335,2757.0
1788088563.16801,337,2821.0
1788088564.125527,339,2776.0
1788088565.025431,341,2673.0
1788088565.885501,343,2526.0
1788088566.270379,344,2404.0
1788088567.995292,347,2619.0
1788088569.055276,349,2673.0
1788088569.625344,350,2743.0
1788088569.975333,351,2589.0
1788088570.565314,352,2674.0
1788088570.975569,353,2584.0
1788088571.470316,354,2571.0
1788088571.875341,355,2476.0
1788088572.48792,356,2587.0
1788088572.925695,357,2524.0
1788088573.462808,358,2560.0
1788088573.925328,359,2521.0
1788088574.605495,360,2701.0
1788088575.103012,361,2692.0
1788088575.675525,362,2764.0
1788088576.105392,363,2693.0
1788088576.565451,364,2652.0
1788088577.035334,365,2621.0
1788088577.165798,366,2251.0
1788088577.175624,367,1760.0
1788088577.175683,368,1260.0
1788088577.200635,370,283.0
1788088577.200823,369,784.0
1788088577.442208,371,24.9
1788088577.942706,372,24.8
1788088578.442582,373,23.2
1788088578.960036,374,39.8
1788088579.462556,375,40.9
1788088579.960192,376,38.0
1788088580.460266,377,37.4
1788088580.960181,378,36.2
1788088581.462573,379,37.6
1788088581.960089,380,33.8
